"Rank","Title","Status","Study Results","Conditions","Interventions","Gender","Age","Phases","Enrollment","Completion Date","Locations","URL"
390,"Inhaled Nitric Oxide for Preterm Infants With Severe Respiratory Failure","Terminated","No Results Available","Infant, Newborn|Infant, Low Birth Weight|Infant, Small for Gestational Age|Infant, Premature|Respiratory Distress Syndrome (RDS)|Sepsis|Pneumonia|Hypertension, Pulmonary","Drug: Inhaled nitric oxide|Drug: Placebo","All","up to 120 Hours   (Child)","Phase 3","420","May 2006","University of Alabama at Birmingham, Birmingham, Alabama, United States|Stanford University, Palo Alto, California, United States|University of California at San Diego, San Diego, California, United States|Yale University, New Haven, Connecticut, United States|University of Florida, Jacksonville, Florida, United States|University of Miami, Miami, Florida, United States|Northwestern University, Chicago, Illinois, United States|Indiana University, Indianapolis, Indiana, United States|Wayne State University, Detroit, Michigan, United States|University of Rochester, Rochester, New York, United States|Wake Forest University, Charlotte, North Carolina, United States|RTI International, Durham, North Carolina, United States|Cincinnati Children's Medical Center, Cincinnati, Ohio, United States|Brown University, Women & Infants Hospital of Rhode Island, Providence, Rhode Island, United States|University of Texas Southwestern Medical Center at Dallas, Dallas, Texas, United States|University of Texas Health Science Center at Houston, Houston, Texas, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, United States","https://ClinicalTrials.gov/show/NCT00016523"
391,"Local Assessment of Ventilatory Management During General Anesthesia for Surgery","Completed","No Results Available","Surgery|Anaesthesia|Ventilator-Induced Lung Injury|Lung Injury|Pneumonia|Pneumothorax|Respiratory Distress Syndrome, Adult|Respiratory Insufficiency",,"All","18 Years and older   (Adult, Older Adult)",,"10690","November 2013","University of Colorado School of Medicine/University of Colorado Hospital, Aurora, Colorado, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Mayo Clinic, Rochester, Minnesota, United States|North Estonia Medical Center, Tallinn, Estonia|Tartu University Hospital, Tartu, Estonia|University Hospital Carl Gustav Carus, Dresden University of Technonology, Department of Anesthesiology and Intensive Care Therapy, Dresden, Germany|Duesseldorf University Hospital, Duesseldorf, Germany|Diakoniekrankenhaus Friederikenstift, Hannover, Germany|Ospedale San Martino, Dipartimento di scienze chirurgiche e diagnostiche integrate, Genoa, Italy|Ospedale San Raffaele, Milano, Italy|Vilnius University Hospital - Institute of Oncology, Vilnius, Lithuania|Vilnius University Hospital - Santariskiu Clinics, Vilnius, Lithuania|Academic Medical Center, University of Amsterdam, Amsterdam, Netherlands|VU University Medical Center, Amsterdam, Netherlands|MC Haaglanden, Den Haag, Netherlands|Haukeland University Hospital, Bergen, Norway|Førde Central Hospital /Førde Sentral Sykehus, Førde, Norway|Institute of Oncology Ljubljana, Ljubljana, Slovenia|University Medicine Centre Ljubljana, Ljubljana, Slovenia","https://ClinicalTrials.gov/show/NCT01601223"
392,"Physiological Effects of Continuous Negative External Pressure for Acute Hypoxemic Respiratory Failure","Not yet recruiting","No Results Available","Acute Hypoxemic Respiratory Failure","Device: HFNC only|Device: HFNC + CNEP10|Device: HFNC + CNEP20|Device: HFNC + CNEP30","All","18 Years and older   (Adult, Older Adult)","Not Applicable","20","December 30, 2024","Columbia University Irving Medical Center, New York, New York, United States","https://ClinicalTrials.gov/show/NCT05675345"
393,"Clazakizumab vs. Placebo - COVID-19 Infection","Unknown status","No Results Available","COVID-19 Infection","Drug: Clazakizumab|Drug: Placebo","All","18 Years and older   (Adult, Older Adult)","Phase 2","60","July 31, 2021","Houston Methodist Hospital, Houston, Texas, United States","https://ClinicalTrials.gov/show/NCT04494724"
394,"Nasal Noninvasive NAVA in the Very Low Birth Weight Infant","Completed","Has Results","Inadequate; Pulmonary Ventilation, Newborn|Infant, Very Low Birth Weight","Device: Nasal NIV-NAVA","All","7 Days to 1 Year   (Child)","Not Applicable","40","December 31, 2018","Children's Hospital of Iowa NICU, Iowa City, Iowa, United States|University of Iowa, Iowa City, Iowa, United States","https://ClinicalTrials.gov/show/NCT01785563"
395,"Administration of Intravenous Vitamin C in Novel Coronavirus Infection (COVID-19) and Decreased Oxygenation","Completed","Has Results","COVID-19|Hypoxia","Drug: L-ascorbic acid","All","18 Years to 99 Years   (Adult, Older Adult)","Phase 1|Phase 2","20","October 13, 2020","Hunter Holmes Mcguire Veteran Affairs Medical Center, Richmond, Virginia, United States","https://ClinicalTrials.gov/show/NCT04357782"
396,"Evaluation and Further Development of an Artificial Intelligence-based Algorithm for Clinical Decision Support","Recruiting","No Results Available","Invasive Mechanical Ventilation","Other: Artificial Intelligence-based Decision support","All","18 Years and older   (Adult, Older Adult)",,"318542","February 28, 2025","Cleveland Clinic Foundation, Cleveland, USA, Cleveland, Ohio, United States|University Hospital Carl Gustav Carus Dresden, Dresden, Germany|Institut Fur Angewandte Informatik (Infai) Ev, Leipzig, Germany|Institut Mihajlo Pupin, Belgrade, Serbia|Better Care Sl, Sabadell, Spain|Fundacio Parc Tauli, Sabadell, Spain|Fundacion Publica Andaluza Progreso Y Salud, Sevilla, Spain|Inselspital, Universitätsspital Bern, Bern, Switzerland","https://ClinicalTrials.gov/show/NCT05668637"
397,"Study of Varespladib in Patients Hospitalized With Severe COVID-19","Terminated","No Results Available","Coronavirus Disease 2019|Disease Caused by Severe Acute Respiratory Syndrome Coronavirus 2","Drug: Varespladib|Drug: Placebo","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 2","18","November 22, 2022","Ventura Clinical Trials, Ventura, California, United States|University of Miami Miller School of Medicine, Miami, Florida, United States|Westchester Research Center at Westchester General Hospital, Miami, Florida, United States|Franciscan Alliance, Munster, Indiana, United States|The Brigham and Women's Hospital Emergency Medicine, Boston, Massachusetts, United States|Cooper University Hospital, Camden, New Jersey, United States|Ascension St. John Clinical Research Institute, Tulsa, Oklahoma, United States","https://ClinicalTrials.gov/show/NCT04969991"
398,"I-SPY COVID-19 TRIAL: An Adaptive Platform Trial for Critically Ill Patients","Recruiting","No Results Available","COVID-19","Drug: Remdesivir|Drug: Imatinib Mesylate|Drug: Dexamethasone|Drug: Cenicriviroc|Drug: Icatibant|Drug: Apremilast|Biological: dornase alfa|Drug: Celecoxib|Drug: Famotidine|Biological: IC14|Drug: Aviptadil|Biological: narsoplimab|Drug: Cyproheptadine|Drug: Cyclosporine","All","18 Years and older   (Adult, Older Adult)","Phase 2","1500","November 1, 2023","University of Alabama at Birmingham, Birmingham, Alabama, United States|UC Davis Medical Center, Davis, California, United States|UC Irvine Medical Center, Irvine, California, United States|Long Beach Memorial Medical Center, Long Beach, California, United States|Kaiser LAMC, Los Angeles, California, United States|University of Southern California, Los Angeles, California, United States|Hoag Memorial Hospital Presbyterian, Newport Beach, California, United States|University of California San Francisco (UCSF), San Francisco, California, United States|University of Colorado, Aurora, Colorado, United States|Yale Cancer Center, New Haven, Connecticut, United States|Georgetown University, Washington, District of Columbia, United States|University of Florida, Gainesville, Florida, United States|Emory University, Atlanta, Georgia, United States|Northwestern University, Chicago, Illinois, United States|University of Iowa, Iowa City, Iowa, United States|Spectrum Health, Grand Rapids, Michigan, United States|Mercy Hospital Springfield, Springfield, Missouri, United States|Kalispell Regional Medical Center, Kalispell, Montana, United States|Logan Health Medical Center, Kalispell, Montana, United States|Montefiore Medical Center, Bronx, New York, United States|Columbia University Medical Center, New York, New York, United States|University of Rochester Medical Center, Rochester, New York, United States|Wake Forest Baptist Comprehensive Cancer Center, Winston-Salem, North Carolina, United States|University of Pennsylvania (U Penn), Philadelphia, Pennsylvania, United States|Lankenau Medical Center (Mainline Health), Wynnewood, Pennsylvania, United States|Main Line Health - Lankenau Medical Center, Wynnewood, Pennsylvania, United States|Sanford Health, Sioux Falls, South Dakota, United States|DHR Health, Edinburg, Texas, United States|University of Texas MD Anderson Cancer Center, Houston, Texas, United States|WVU Medicine, Morgantown, West Virginia, United States","https://ClinicalTrials.gov/show/NCT04488081"
399,"The Safety, Tolerability, PK and PD of GSK2586881 in Patients With Acute Lung Injury","Completed","Has Results","Lung Injury, Acute","Drug: Dose 1 GSK2586881|Drug: Dose 2 GSK2586881|Drug: Dose 3 GSK2586881|Drug: Dose 4 GSK2586881|Drug: Placebo (saline)","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 2","44","October 6, 2014","GSK Investigational Site, Sacramento, California, United States|GSK Investigational Site, Chicago, Illinois, United States|GSK Investigational Site, Springfield, Massachusetts, United States|GSK Investigational Site, Ann Arbor, Michigan, United States|GSK Investigational Site, New York, New York, United States|GSK Investigational Site, Durham, North Carolina, United States|GSK Investigational Site, Greensboro, North Carolina, United States|GSK Investigational Site, Winston-Salem, North Carolina, United States|GSK Investigational Site, Columbus, Ohio, United States|GSK Investigational Site, Portland, Oregon, United States|GSK Investigational Site, Philadelphia, Pennsylvania, United States|GSK Investigational Site, Philadelphia, Pennsylvania, United States|GSK Investigational Site, Charleston, South Carolina, United States|GSK Investigational Site, Vancouver, British Columbia, Canada|GSK Investigational Site, Vancouver, British Columbia, Canada|GSK Investigational Site, Halifax, Nova Scotia, Canada|GSK Investigational Site, Kingston, Ontario, Canada|GSK Investigational Site, Greenfield Park, Quebec, Canada|GSK Investigational Site, Sainte-Foy, Quebec, Canada","https://ClinicalTrials.gov/show/NCT01597635"
400,"Study of Niclosamide in Moderate and Severe Hospitalized Coronavirus-19 (COVID-19) Patients","Recruiting","No Results Available","COVID-19","Drug: Niclosamide|Drug: Placebo","All","18 Years and older   (Adult, Older Adult)","Phase 2|Phase 3","436","December 2022","Helen Keller Hospital, Sheffield, Alabama, United States|University of California, Irvine, Irvine, California, United States|Baptist Health Research Institute, Jacksonville, Florida, United States|AdventHealth Tampa, Tampa, Florida, United States|University of Missouri Health Care, Columbia, Missouri, United States|Caroline Institute for Clinical Research, Fayetteville, North Carolina, United States|Memorial Hermann Memorial City Medical Center, Houston, Texas, United States|Memorial Hermann Southeast Hospital, Houston, Texas, United States|Providence Regional Medical Center Everett, Everett, Washington, United States","https://ClinicalTrials.gov/show/NCT04603924"
401,"Safety, Tolerability, and Efficacy of Anti-Spike (S) SARS-CoV-2 Monoclonal Antibodies for Hospitalized Adult Patients With COVID-19","Completed","Has Results","COVID-19","Drug: REGN10933+REGN10987 combination therapy|Drug: Placebo","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","2252","October 22, 2021","Regeneron Study Site, Birmingham, Alabama, United States|Regeneron Study Site, Chandler, Arizona, United States|Regeneron Study Site, Phoenix, Arizona, United States|Regeneron Study Site 1, Tucson, Arizona, United States|Regeneron Study Site, Long Beach, California, United States|Regeneron Study Site, Mission Hills, California, United States|Regeneron Study Site, Sacramento, California, United States|Regeneron Study Site, Santa Monica, California, United States|Regeneron Study Site, Stanford, California, United States|Regeneron Study Site, Aurora, Colorado, United States|Regeneron Study Site, Boca Raton, Florida, United States|Regeneron Study Site, Fort Pierce, Florida, United States|Regeneron Study Site, Gainesville, Florida, United States|Regeneron Study Site, Orlando, Florida, United States|Regeneron Study Site, Pensacola, Florida, United States|Regeneron Study Site, Sarasota, Florida, United States|Regeneron Study Site, Tampa, Florida, United States|Regeneron Study Site, Atlanta, Georgia, United States|Regeneron Study Site, Atlanta, Georgia, United States|Regeneron Study Site, Augusta, Georgia, United States|Regeneron Study Site, Marietta, Georgia, United States|Regeneron Study Site, Chicago, Illinois, United States|Regeneron Study Site, Chicago, Illinois, United States|Regeneron Study Site, Glenview, Illinois, United States|Regeneron Study Site, Urbana, Illinois, United States|Regeneron Study Site, Indianapolis, Indiana, United States|Regeneron Study Site, Iowa City, Iowa, United States|Regeneron Study Site, Louisville, Kentucky, United States|Regeneron Study Site, Louisville, Kentucky, United States|Regeneron Study Site, New Orleans, Louisiana, United States|Regeneron Study Site, New Orleans, Louisiana, United States|Regeneron Study Site, Baltimore, Maryland, United States|Regeneron Study Site, Boston, Massachusetts, United States|Regeneron Study Site, Boston, Massachusetts, United States|Regeneron Study Site, Boston, Massachusetts, United States|Regeneron Study Site, Grand Rapids, Michigan, United States|Regeneron Study Site, Royal Oak, Michigan, United States|Regeneron Study Site, Rochester, Minnesota, United States|Regeneron Study Site, Chesterfield, Missouri, United States|Regeneron Study Site, Saint Louis, Missouri, United States|Regeneron Study Site, Saint Louis, Missouri, United States|Regeneron Study Site, Omaha, Nebraska, United States|Regeneron Study Site, Las Vegas, Nevada, United States|Regeneron Study Site, Englewood, New Jersey, United States|Regeneron Study Site, Hackensack, New Jersey, United States|Regeneron Study Site, Morristown, New Jersey, United States|Regeneron Study Site, Neptune, New Jersey, United States|Regeneron Study Site, Pennington, New Jersey, United States|Regeneron Study Site, Summit, New Jersey, United States|Regeneron Study Site, Teaneck, New Jersey, United States|Regeneron Study Site, Albuquerque, New Mexico, United States|Regeneron Study Site, Bronx, New York, United States|Regeneron Study Site, Bronx, New York, United States|Regeneron Study Site, Brooklyn, New York, United States|Regeneron Study Site, Buffalo, New York, United States|Regeneron Study Site 1, Buffalo, New York, United States|Regeneron Study Site 2, Buffalo, New York, United States|Regeneron Study Site, Jamaica, New York, United States|Regeneron Study Site, New York, New York, United States|Regeneron Study Site, New York, New York, United States|Regeneron Study Site, New York, New York, United States|Regeneron Study Site, New York, New York, United States|Regeneron Study Site, New York, New York, United States|Regeneron Study Site, New York, New York, United States|Regeneron Study Site, Rochester, New York, United States|Regeneron Study Site, Syracuse, New York, United States|Regeneron Study Site, West Islip, New York, United States|Regeneron Study Site, White Plains, New York, United States|Regeneron Study Site, Chapel Hill, North Carolina, United States|Regeneron Study Site, Greensboro, North Carolina, United States|Regeneron Study Site, Columbus, Ohio, United States|Regeneron Study Site, Columbus, Ohio, United States|Regeneron Study Site, Dayton, Ohio, United States|Regeneron Study Site, Portland, Oregon, United States|Regeneron Study Site, Portland, Oregon, United States|Regeneron Study Site, Philadelphia, Pennsylvania, United States|Regeneron Study Site, Providence, Rhode Island, United States|Regeneron Study Site, Providence, Rhode Island, United States|Regeneron Study Site, Sioux Falls, South Dakota, United States|Regeneron Study Site 1, Amarillo, Texas, United States|Regeneron Study Site 2, Amarillo, Texas, United States|Regeneron Study Site, Dallas, Texas, United States|Regeneron Study Site, Dallas, Texas, United States|Regeneron Study Site, Dallas, Texas, United States|Regeneron Study Site, Houston, Texas, United States|Regeneron Study Site, Houston, Texas, United States|Regeneron Study Site, Houston, Texas, United States|Regeneron Study Site, Lubbock, Texas, United States|Regeneron Study Site, Sugar Land, Texas, United States|Regeneron Study Site, Tyler, Texas, United States|Regeneron Study Site, Murray, Utah, United States|Regeneron Study Site, Salt Lake City, Utah, United States|Regeneron Study Site, Richmond, Virginia, United States|Regeneron Study Site, Everett, Washington, United States|Regeneron Study Site 1, Seattle, Washington, United States|Regeneron Study Site, Madison, Wisconsin, United States|Regeneron Study Site, Salvador, Bahia, Brazil|Regeneron Study Site, Fortaleza, Ceara, Brazil|Regeneron Study Site, Curitiba, Paraná, Brazil|Regeneron Study Site, Porto Alegre, Rio Grande Do Sul, Brazil|Regeneron Study Site, Passo Fundo, RS, Brazil|Regeneron Study Site, Chapeco, Santa Catarina, Brazil|Regeneron Study Site, Criciuma, Santa Catarina, Brazil|Regeneron Study Site, Botucatu, Sao Paolo, Brazil|Regeneron Study Site, Campinas, Sao Paolo, Brazil|Regeneron Study Site, São Paulo, Brazil|Regeneron Study Site, São Paulo, Brazil|Regeneron Study Site, São Paulo, Brazil|Regeneron Study Site 1, Las Condes, Santiago De Chile, Chile|Regeneron Study Site 2, Las Condes, Santiago De Chile, Chile|Regeneron Study Site, Vitacura, Santiago De Chile, Chile|Regeneron Study Site, Santiago de Chile, Chile|Regeneron Study Site, Guadalajara, Jalisco, Mexico|Regeneron Study Site, Monterrey, Nuevo Leon, Mexico|Regeneron Study Site, Culiacán, Sinaloa, Mexico|Regeneron Study Site, Culiacan, Mexico|Regeneron Study Site, Monterrey, Mexico|Regeneron Study Site 1, Mérida, Mexico|Regeneron Study Site 2, Mérida, Mexico|Regeneron Study Site, Veracruz, Mexico|Regeneron Study Site, Zapopan, Mexico|Regeneron Study Site, Chisinau, Moldova, Republic of|Regeneron Study Site, Bucuresti, Romania","https://ClinicalTrials.gov/show/NCT04426695"
